Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,GPU,Operating System,Operating System Version,Weight,HDD,SSD,Hybrid,FS,Price_ln
Lenovo,Thinkpad T470p,Ultrabook,14.0,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GT 940MX,Windows,10,1.7,0,512,0,0,16.664895724461527
HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,AMD Radeon 520,Windows,10,2.1,1,0,0,0,15.243510043530367
Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,Intel HD Graphics 520,Windows,10,1.6,0,256,0,0,15.763686270120873
Asus,ZenBook Flip,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.27,0,256,0,0,15.925939007870287
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,AMD Radeon R5 M430,Linux,10,2.3,0,256,0,0,15.488001914354504
Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows,10,1.65,0,128,0,0,15.628148546097746
HP,EliteBook 1040,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,Intel HD Graphics 520,Windows,10,1.43,0,256,0,0,16.406127662174388
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.14,1,0,0,0,15.384383817762856
Lenovo,ThinkPad E480,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon RX 550,Windows,10,1.75,0,256,0,0,16.195719339162043
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows,10,2.0,0,512,0,0,16.641989985896373
Chuwi,LapBook 12.3,Notebook,12.3,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6.0,Intel HD Graphics 500,Windows,10,1.4,0,0,0,64,15.199930162826341
HP,ProBook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8.0,Intel HD Graphics 630,Windows,10,2.31,0,256,0,0,16.356236892560922
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8.0,Nvidia GeForce 940MX,Linux,10,2.3,1,0,0,0,15.484824388476689
Dell,Alienware 17,Gaming,17.3,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,16.0,Nvidia GeForce GTX 1070,Windows,10,4.42,1,256,0,0,17.029924764599542
Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62,1,128,0,0,16.14822011842384
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon 530,Windows,10,2.02,2,256,0,0,16.133793866669407
Dell,Latitude 5480,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8.0,Intel HD Graphics 620,Linux,10,1.6,0,256,0,0,16.09506322948771
HP,Omen 17-w207nv,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12.0,Nvidia GeForce GTX 1070,Windows,10,3.35,1,256,0,0,16.69330960958449
Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,1.16,0,32,0,0,14.793350848474773
Samsung,Chromebook 3,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics 400,Chrome OS,10,1.15,0,0,0,16,14.687618654685926
Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.4,0,256,0,0,16.010612884919393
Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4.0,Intel HD Graphics 620,Windows,10,1.7,0,128,0,0,15.488168873199536
Lenovo,Thinkpad T570,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16.0,Nvidia GeForce 940MX,Windows,10,2.3,0,512,0,0,16.89470767699306
Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16.0,Nvidia Quadro M2200M,Windows,10,2.5,0,512,0,0,16.896342332036255
Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1600 3.2GHz,8.0,AMD Radeon RX 580,Windows,10,3.2,1,256,0,0,16.52834529489864
HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics 400,Windows,10,2.1,500,0,0,0,14.942232055030946
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i7 7Y75 1.3GHz,16.0,Intel HD Graphics 615,Chrome OS,10,1.1,0,512,0,0,16.788665265638848
Lenovo,ThinkPad T470s,Ultrabook,14.0,2560x1440,Intel Core i7 7500U 2.7GHz,24.0,Intel HD Graphics 620,Windows,10,1.32,0,512,0,0,16.86860302499933
Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Linux,10,2.0,0,256,0,0,15.419056748239186
Lenovo,IdeaPad 320-15AST,Notebook,17.3,1600x900,AMD A6-Series 9220 2.5GHz,8.0,AMD Radeon R4,Windows,10,2.8,1,0,0,0,15.344811158249977
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4.0,AMD Radeon 530,Windows,10,2.2,0,256,0,0,15.711646258601307
Lenovo,ThinkPad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.36,0,256,0,0,16.357637453013954
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4.0,Intel HD Graphics 505,Windows,10,2.2,0,128,0,0,14.947979197286514
HP,Omen 15-AX205na,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.2,1,128,0,0,16.09506322948771
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8.0,Nvidia GeForce 930MX,Windows,10,1.64,0,256,0,0,16.16532917562146
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Linux,10,2.4,500,0,0,0,15.183764566070105
Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel Xeon E3-1505M V6 3GHz,8.0,Nvidia Quadro M620,Windows,10,2.23,1,0,0,64,16.690303595296882
MSI,GV62 7RD-1686NL,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,2.2,0,256,0,0,16.028024770822036
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,16.0,Intel Iris Plus Graphics 640,Windows,10 S,1.25,0,512,0,0,16.951934254835624
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.91,0,128,0,0,15.471333458735675
Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16.0,Nvidia Quadro M620,Windows,10,2.17,0,256,0,0,16.68123095241931
HP,ProBook 650,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8.0,Intel HD Graphics 620,Windows,10,2.31,0,512,0,0,16.42854125701129
Lenovo,ThinkPad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.65,0,256,0,0,16.297056567120027
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,AMD Radeon 530,Windows,10,2.36,1,128,0,0,15.979438917614598
Dell,Inspiron 3168,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N3710 1.6GHz,4.0,Intel HD Graphics 405,Windows,10,1.47,500,0,0,0,15.264607872495002
Dell,Alienware 17,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,8.0,Nvidia GeForce GTX 1060,Windows,10,4.42,1,0,0,0,16.71654922159566
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,4.0,Intel HD Graphics 615,Windows,10 S,1.252,0,128,0,0,15.989601606706799
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8.0,Intel Iris Plus Graphics 640,Windows,10 S,1.25,0,256,0,0,16.587893509034622
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8.0,Intel HD Graphics 520,Windows,10,2.5,0,256,0,0,15.554219189229501
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,Nvidia GeForce 940MX,Windows,10,2.23,1,0,0,0,15.39185652194003
Acer,TravelMate B,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics 400,Windows,10,1.4,0,128,0,0,15.16825330617277
Asus,Pro P2540UA-AB51,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.37,1,0,0,0,15.711646258601307
Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,AMD Radeon R7 M460,No OS,10,1.5,0,512,0,0,15.776268220850362
Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8.0,Nvidia Quadro M2200M,Windows,10,2.67,0,256,0,0,16.737826620042945
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,2.0,500,0,0,0,14.80993497649031
Acer,Aspire 5,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,Nvidia GeForce GTX 940MX,Windows,10,2.2,500,0,0,0,15.243510043530367
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon 530,Windows,10,2.02,2,0,0,0,15.724909052479717
HP,Omen 17-an006nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12.0,Nvidia GeForce GTX 1060,Windows,10,3.78,1,0,0,0,16.53070239675602
Lenovo,Thinkpad T460s,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,12.0,Intel HD Graphics 520,Windows,10,1.4,0,256,0,0,16.62016319445787
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows,10,1.29,0,512,0,0,16.69330960958449
HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,AMD FirePro W4190M ,Windows,10,1.9,500,0,0,0,16.14389672215213
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8.0,Intel HD Graphics 615,Chrome OS,10,1.1,0,128,0,0,16.243608732676613
Dell,Latitude 7390,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows,10,1.42,0,256,0,0,16.61143305535872
Asus,ZenBook Pro,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12.0,Intel HD Graphics 530,Windows,10,2.06,1,128,0,0,16.262257291754686
Dell,Latitude E5470,Notebook,14.0,1366x768,Intel Core i3 6100U 2.3GHz,8.0,Intel HD Graphics 520,Windows,10,1.79,0,128,0,0,15.699557461282303
Dell,Precision M5520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia Quadro M1200,Windows,10,1.78,0,256,0,0,16.8794590815128
Lenovo,Thinkpad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.7,0,1,0,0,16.311084113487496
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon 520,Windows,10,2.2,1,0,0,0,15.607619965956617
Toshiba,Portege X30-D-10J,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.05,0,256,0,0,16.514683068728733
Dell,Inspiron 7570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,Nvidia GeForce 940MX,Windows,10,2.16,0,512,0,0,16.233360318185245
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows,10,2.18,1,0,0,0,15.467250431627438
HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4.0,Intel UHD Graphics 620,Windows,10,1.49,0,128,0,0,15.680457289908883
Chuwi,"Lapbook 15,6",Notebook,15.6,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4.0,Intel HD Graphics,Windows,10,1.89,0,0,0,64,14.609958484457634
Lenovo,ThinkPad E570,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4.0,Intel HD Graphics 520,Windows,10,2.3,0,128,0,0,15.429733006230528
Lenovo,ThinkPad E480,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows,10,1.75,0,256,0,0,16.048499883480385
Dell,Precision 3520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16.0,Nvidia Quadro M620,Windows,10,2.17,0,512,0,0,16.849958417116103
Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1050,Windows,10,2.06,0,512,0,0,16.641989985896373
Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows,10,1.36,0,512,0,0,16.587337490115655
Asus,Zenbook UX390UA,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,Intel HD Graphics 620,Windows,10,0.91,0,512,0,0,16.66849192664188
Lenovo,Thinkpad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce 940MX,Windows,10,2.3,0,256,0,0,16.012581243459753
Toshiba,Portege X30-D-10L,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32.0,Intel HD Graphics 620,Windows,10,1.05,0,512,0,0,17.029924764599542
Asus,VivoBook Pro,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1050,Windows,10,1.99,1,128,0,0,16.300767146516563
Acer,Aspire 5,Notebook,15.6,1366x768,AMD A10-Series 9620P 2.5GHz,8.0,AMD Radeon RX 540,Windows,10,2.2,1,0,0,0,15.454209752657082
Asus,Rog G752VL-UH71T,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24.0,Nvidia GeForce GTX 965M,Windows,10,4.33,1,256,0,0,16.238891742798476
Lenovo,Thinkpad X260,Ultrabook,12.5,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,8.0,Intel HD Graphics 520,Windows,10,1.3,0,1,0,0,16.09506322948771
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows,10,2.17,0,256,0,0,15.89407906866344
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8.0,Intel HD Graphics 620,Windows,10,1.48,0,1,0,0,16.559706750102688
Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8.0,Intel HD Graphics 620,Windows,10,1.4,0,256,0,0,15.948316073694015
Lenovo,ThinkPad L570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.3,0,256,0,0,15.907450172344046
Asus,VivoBook E201NA,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows,10 S,1.2,0,0,0,64,14.921852892694295
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,AMD Radeon 520,Windows,10,1.91,0,256,0,0,15.520996392549335
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,Intel UHD Graphics 620,Windows,10,1.4,0,256,0,0,16.47004098791804
Lenovo,IdeaPad 320-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,2.1,500,0,0,0,14.793350848474773
Lenovo,Chromebook N23,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,Intel HD Graphics 400,Chrome OS,10,1.25,0,16,0,0,14.67263710107031
Lenovo,ThinkPad 13,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.44,0,256,0,0,15.948316073694015
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,2.0,1,256,0,0,16.20278673815636
Acer,Aspire A515-51G-59QF,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4.0,Nvidia GeForce MX150,Windows,10,2.2,1,0,0,0,15.511272211020298
HP,Envy 13-AB002nv,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.34,0,512,0,0,16.280564439199043
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1060,No OS,10,2.4,1,256,0,0,16.139554552932843
Dell,XPS 13,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,1.29,0,128,0,0,15.894190309555707
Acer,Aspire A515-51G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4.0,Nvidia GeForce 940MX,Windows,10,2.2,500,0,0,0,15.552811729461622
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.18,1,0,0,0,15.821535888168789
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16.0,AMD Radeon 530,Windows,10,2.2,2,256,0,0,16.198890267877236
Xiaomi,Mi Notebook,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16.0,Nvidia GeForce MX150,No OS,10,1.95,0,256,0,0,16.337099075763952
Asus,VivoBook E12,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2.0,Intel HD Graphics 500,Windows,10,1.1,0,0,0,32,14.594165485628814
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,4.0,Intel UHD Graphics 620,Windows,10,2.04,1,0,0,0,15.349559021503959
Asus,ROG Zephyrus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,24.0,Nvidia GeForce GTX1080,Windows,10,2.24,0,512,0,0,17.088550879371358
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Nvidia GeForce 930MX,Windows,10,2.04,0,256,0,0,15.883004510597992
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX1050 Ti,Windows,10,3.0,1,256,0,0,16.408790779593872
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,Nvidia GeForce GTX 1060,Windows,10,3.2,1,256,0,0,16.33642024974957
HP,Spectre X360,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.32,0,256,0,0,16.33642024974957
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8.0,Intel HD Graphics 620,Windows,10,1.64,0,256,0,0,16.247311672247307
HP,ProBook 440,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows,10,1.63,0,128,0,0,15.628148546097746
Dell,Inspiron 5770,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon 530,Linux,10,2.8,1,128,0,0,15.883004510597992
Lenovo,ThinkPad L470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,Intel HD Graphics 520,Windows,7,2.02,0,256,0,0,16.293332168029043
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4.0,Nvidia GeForce 920MX,Windows,10,2.2,1,0,0,0,15.776268220850362
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8.0,Nvidia GeForce 920MX ,No OS,10,2.2,2,0,0,0,15.221957485144632
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,AMD Radeon R5 M430,Windows,10,2.3,500,0,0,0,15.464519122315943
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8.0,Intel HD Graphics 620,Windows,10,1.9,0,256,0,0,16.320569773812743
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,Nvidia GeForce GTX 1070,Windows,10,4.42,1,128,0,0,17.103522475422796
Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,Intel HD Graphics 620,Windows,10,2.0,500,0,0,0,15.849839664331641
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce GTX 960M,Windows,10,2.0,1,256,0,0,16.262257291754686
Mediacom,SmartBook Edge,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4.0,Intel HD Graphics 500,Windows,10,1.2,0,32,0,0,15.003703919124614
Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1060,Windows,10,2.3,1,128,0,0,16.500831597643685
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8.0,Nvidia GeForce 930MX,Windows,10,1.93,0,256,0,0,16.314743100372535
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,AMD Radeon 530,Windows,10,2.2,0,256,0,0,15.77427625071017
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4.0,Intel HD Graphics 405,Windows,10,1.86,0,256,0,0,15.081843629003236
HP,Omen 15-ce006nv,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12.0,Nvidia GeForce GTX 1060,Windows,10,2.62,1,0,0,0,16.587893509034622
Lenovo,Thinkpad E470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,Nvidia GeForce 940MX,Windows,10,1.87,0,256,0,0,15.848676197068343
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8.0,Intel UHD Graphics 620,Windows,10,1.2,0,256,0,0,16.33642024974957
Dell,Vostro 5468,Notebook,14.0,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows,10,1.6,0,128,0,0,15.693960747777188
HP,Envy 13-AB020nr,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8.0,Intel HD Graphics 620,Windows,10,1.34,0,256,0,0,16.136067191072428
Acer,Aspire 7,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,Nvidia GeForce GTX 1050,Linux,10,2.4,1,0,0,0,15.775015872533896
Asus,VivoBook X540YA-XX519T,Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4.0,AMD Radeon R2 Graphics,Windows,10,2.0,500,0,0,0,14.947979197286514
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4.0,Intel HD Graphics 620,Windows,10,2.1,0,128,0,0,15.651814046376956
Lenovo,ThinkPad E470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,Intel HD Graphics 620,Windows,10,1.87,500,0,0,0,15.758590992866496
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4.0,Intel HD Graphics 520,No OS,10,2.15,1,0,0,0,15.229229455107735
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,Intel HD Graphics 520,Windows,10,1.86,500,0,0,0,15.076843555771278
